cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
LIGHT_TRACK,1.669,0,837.0,4.067,0.697,11
SMALL_BLOB,0.102,0,51.0,1,1,1
LIGHT_TRACK,1.184,0,592.0,5.0,1.4,7
LIGHT_TRACK,0.656,0,328.0,2.0,2.5,5
SMALL_BLOB,0.148,0,74.0,1,1,2
LIGHT_TRACK,3.579,0,1801.0,2.457,0.369,19
HEAVY_TRACK,1.872,8,936.0,9.0,1.778,16
LIGHT_TRACK,1.317,0,660.0,5.333,1.302,10
LIGHT_TRACK,1.972,1,989.0,5.5,1.0,11
LIGHT_TRACK,2.282,2,1146.0,6.555,1.158,15
LIGHT_TRACK,5.074,0,2649.0,2.476,0.131,44
LIGHT_TRACK,1.552,0,778.0,6.875,1.325,11
STRAIGHT_TRACK,2.993,0,1526.0,15.75,0.992,25
SMALL_BLOB,0.46,0,230.0,1,1,3
LIGHT_TRACK,3.345,1,1694.0,10.875,0.917,22
HEAVY_TRACK,2.815,12,1408.0,11.0,1.818,20
HEAVY_TRACK,10.318,9,6105.0,19.382,0.397,82
STRAIGHT_TRACK,1.628,0,816.0,11.0,1.818,10
LIGHT_TRACK,1.242,1,621.0,2.0,1.667,6
SMALL_BLOB,0.162,0,81.0,1,1,1
LIGHT_TRACK,8.85,5,4846.0,2.997,0.117,78
SMALL_BLOB,0.154,0,77.0,1,1,1
SMALL_BLOB,0.324,0,162.0,1,1,2
LIGHT_TRACK,8.948,2,4532.0,2.632,0.105,72
STRAIGHT_TRACK,2.447,0,1240.0,16.0,1.132,19
LIGHT_TRACK,2.76,2,1380.0,2.0,3.0,6
SMALL_BLOB,0.25,0,125.0,1,1,1
SMALL_BLOB,0.2,0,100.0,1,1,2
HEAVY_TRACK,14.151,10,7664.0,26.416,0.991,65
HEAVY_TRACK,3.801,7,1903.0,7.36,0.924,25
LIGHT_TRACK,1.896,3,949.0,2.333,0.952,10
SMALL_BLOB,0.15,0,75.0,1,1,1
SMALL_BLOB,0.568,0,284.0,1,1,2
STRAIGHT_TRACK,1.368,0,687.0,8.778,1.249,12
LIGHT_TRACK,8.491,1,4767.0,12.156,0.321,69
STRAIGHT_TRACK,3.356,0,1714.0,18.75,1.17,27
LIGHT_TRACK,2.414,1,1215.0,3.333,0.513,20
LIGHT_TRACK,1.2,0,601.0,5.333,1.354,10
STRAIGHT_TRACK,1.975,0,996.0,11.428,1.123,17
LIGHT_TRACK,1.179,1,590.0,3.333,1.333,8
LIGHT_TRACK,0.672,0,336.0,4.0,2.5,5
LIGHT_TRACK,1.559,0,781.0,5.333,1.302,10
LIGHT_TRACK,1.657,0,830.0,3.778,1.0,9
LIGHT_TRACK,1.818,0,911.0,5.571,1.245,10
STRAIGHT_TRACK,3.034,0,1549.0,15.615,0.992,27
LIGHT_TRACK,2.355,1,1188.0,6.615,0.733,20
STRAIGHT_TRACK,5.338,0,2865.0,35.998,1.039,44
SMALL_BLOB,0.659,0,330.0,1.0,2.0,4
STRAIGHT_TRACK,2.687,0,1365.0,15.071,1.067,23
STRAIGHT_TRACK,3.633,0,1869.0,21.667,1.111,30
LIGHT_TRACK,3.275,0,1653.0,3.316,0.446,26
STRAIGHT_TRACK,2.273,0,1150.0,26.0,1.308,17
SMALL_BLOB,0.16,0,80.0,1,1,1
SMALL_BLOB,0.843,0,422.0,3.0,2.667,4
LIGHT_TRACK,2.565,0,1287.0,1.143,0.321,18
LIGHT_TRACK,4.631,2,2322.0,4.6,1.217,14
LIGHT_TRACK,1.736,0,873.0,1,1,11
HEAVY_TRACK,16.47,29,8354.0,6.75,0.995,43
SMALL_BLOB,1.219,0,610.0,1.0,4.0,4
LIGHT_TRACK,4.63,3,2325.0,4.687,0.975,18
LIGHT_TRACK,1.95,0,978.0,6.833,1.297,11
LIGHT_TRACK,0.651,0,326.0,4.333,1.538,6
SMALL_BLOB,1.051,0,526.0,3.0,2.667,4
LIGHT_TRACK,3.547,4,1805.0,10.0,0.787,28
LIGHT_TRACK,1.228,0,614.0,4.0,1.5,6
SMALL_BLOB,0.348,0,174.0,1,1,2
LIGHT_TRACK,2.108,1,1057.0,5.555,1.184,13
HEAVY_TRACK,7.942,11,4195.0,10.6,0.445,52
SMALL_BLOB,0.182,0,91.0,1,1,1
LIGHT_TRACK,1.821,1,912.0,4.333,1.282,10
STRAIGHT_TRACK,2.567,0,1299.0,14.286,1.171,20
STRAIGHT_TRACK,2.247,0,1135.0,11.6,1.065,19
LIGHT_TRACK,3.177,2,1603.0,9.0,1.022,21
HEAVY_TRACK,2.203,6,1106.0,10.0,1.6,16
LIGHT_TRACK,1.759,0,880.0,2.6,1.4,7
SMALL_BLOB,0.422,0,211.0,1,1,2
SMALL_BLOB,0.31,0,155.0,1,1,2
STRAIGHT_TRACK,2.667,0,1354.0,14.875,1.141,24
LIGHT_TRACK,1.766,0,886.0,7.666,1.261,12
STRAIGHT_TRACK,1.299,0,652.0,9.167,1.233,11
STRAIGHT_TRACK,1.414,0,708.0,8.0,2.25,9
STRAIGHT_TRACK,2.762,0,1403.0,11.84,0.815,22
STRAIGHT_TRACK,2.154,0,1085.0,9.917,1.087,16
SMALL_BLOB,0.302,0,151.0,1,1,2
SMALL_BLOB,0.276,0,138.0,1,1,2
SMALL_BLOB,0.412,0,206.0,1,1,2
STRAIGHT_TRACK,1.911,0,961.0,10.25,1.238,14
SMALL_BLOB,0.162,0,81.0,1,1,1
HEAVY_TRACK,6.066,5,3157.0,7.6,0.383,42
STRAIGHT_TRACK,5.009,0,2596.0,14.667,0.689,35
SMALL_BLOB,0.088,0,44.0,1,1,1
STRAIGHT_TRACK,1.646,0,824.0,10.0,1.3,13
LIGHT_TRACK,2.173,0,1091.0,5.333,0.94,14
STRAIGHT_TRACK,5.994,0,3276.0,20.387,0.544,52
LIGHT_TRACK,3.226,2,1646.0,14.667,0.894,25
SMALL_BLOB,0.827,0,414.0,2.5,2.0,4
STRAIGHT_TRACK,1.351,0,677.0,9.0,2.0,9
STRAIGHT_TRACK,2.334,0,1185.0,12.5,0.76,19
LIGHT_TRACK,3.678,4,1845.0,3.625,0.56,20
LIGHT_TRACK,3.043,4,1523.0,3.0,1.667,10
LIGHT_TRACK,0.693,0,347.0,4.5,1.667,6
LIGHT_TRACK,1.906,2,958.0,10.0,1.4,14
SMALL_BLOB,0.348,0,174.0,1,1,2
SMALL_BLOB,0.797,0,399.0,1.0,4.0,4
LIGHT_TRACK,1.502,0,753.0,7.5,1.417,10
SMALL_BLOB,0.24,0,120.0,1,1,1
SMALL_BLOB,0.084,0,42.0,1,1,1
SMALL_BLOB,0.673,0,337.0,1.0,4.0,4
SMALL_BLOB,1.021,0,511.0,1,1,4
SMALL_BLOB,0.438,0,219.0,1,1,2
SMALL_BLOB,0.967,0,484.0,2.5,2.0,4
STRAIGHT_TRACK,1.908,0,959.0,11.5,1.63,15
LIGHT_TRACK,1.713,2,858.0,4.0,1.3,10
STRAIGHT_TRACK,1.698,0,853.0,11.0,1.477,13
STRAIGHT_TRACK,2.205,0,1113.0,15.5,1.371,17
LIGHT_TRACK,0.924,0,462.0,2.0,2.5,5
LIGHT_TRACK,1.543,0,774.0,7.8,1.41,11
LIGHT_TRACK,1.165,0,583.0,3.5,1.786,5
LIGHT_TRACK,1.159,0,580.0,3.5,1.786,5
LIGHT_TRACK,13.517,6,11131.0,21.463,0.209,167
SMALL_BLOB,0.598,0,299.0,1,1,4
SMALL_BLOB,0.332,0,166.0,1,1,2
LIGHT_TRACK,1.123,1,562.0,2.667,1.458,7
LIGHT_TRACK,8.354,4,4296.0,17.0,1.088,37
LIGHT_TRACK,7.508,0,3891.0,4.474,0.347,56
LIGHT_TRACK,0.977,0,489.0,4.0,1.875,6
LIGHT_TRACK,1.3,0,650.0,2.0,2.5,5
LIGHT_TRACK,6.419,2,3523.0,32.792,0.88,55
LIGHT_TRACK,1.307,0,655.0,5.75,1.413,10
LIGHT_TRACK,4.922,1,2564.0,14.6,0.668,39
SMALL_BLOB,0.26,0,130.0,1.0,3.0,3
HEAVY_TRACK,10.783,16,5603.0,17.263,0.971,45
SMALL_BLOB,0.506,0,253.0,1.0,3.0,3
LIGHT_TRACK,1.496,1,748.0,2.0,1.4,7
LIGHT_TRACK,1.843,0,926.0,7.0,0.94,13
HEAVY_BLOB,101.866,33,51033.0,1.167,1.0,42
LIGHT_TRACK,1.142,0,571.0,4.0,2.5,5
STRAIGHT_TRACK,4.269,0,2191.0,19.5,1.051,29
STRAIGHT_TRACK,3.399,0,1734.0,17.875,1.093,25
STRAIGHT_TRACK,1.999,0,1007.0,10.333,1.118,16
SMALL_BLOB,0.046,0,23.0,1,1,1
STRAIGHT_TRACK,1.536,0,772.0,9.143,1.281,14
STRAIGHT_TRACK,2.162,0,1087.0,8.6,1.186,15
HEAVY_TRACK,1.738,6,870.0,5.0,2.2,11
LIGHT_TRACK,1.2,0,600.0,5.0,1.6,8
STRAIGHT_TRACK,1.661,0,833.0,11.0,2.182,12
MEDIUM_BLOB,3.651,2,1826.0,1.0,1.556,7
SMALL_BLOB,0.472,0,236.0,1,1,2
LIGHT_TRACK,1.401,0,701.0,5.0,2.4,6
LIGHT_TRACK,1.987,2,999.0,7.571,1.146,17
SMALL_BLOB,0.074,0,37.0,1,1,1
LIGHT_TRACK,1.456,0,729.0,4.833,1.293,9
LIGHT_TRACK,2.026,1,1014.0,3.667,1.364,9
STRAIGHT_TRACK,1.7,0,853.0,9.0,1.358,11
SMALL_BLOB,0.334,0,167.0,1,1,1
STRAIGHT_TRACK,7.158,0,3981.0,38.059,0.915,57
SMALL_BLOB,0.048,0,24.0,1,1,1
SMALL_BLOB,0.895,0,448.0,3.0,2.667,4
SMALL_BLOB,0.346,0,173.0,1,1,2
SMALL_BLOB,0.07,0,35.0,1,1,1
LIGHT_TRACK,2.982,1,1493.0,4.0,1.25,10
SMALL_BLOB,0.306,0,153.0,1,1,1
LIGHT_TRACK,5.166,1,2742.0,25.429,0.863,43
STRAIGHT_TRACK,2.155,0,1088.0,13.5,1.189,17
LIGHT_TRACK,13.892,4,8517.0,3.036,0.083,137
STRAIGHT_TRACK,2.683,0,1364.0,14.238,1.097,26
SMALL_BLOB,0.298,0,149.0,1,1,1
LIGHT_TRACK,1.393,1,697.0,2.667,1.458,7
STRAIGHT_TRACK,3.215,0,1634.0,16.0,1.105,23
STRAIGHT_TRACK,2.017,0,1011.0,10.0,2.2,11
LIGHT_TRACK,3.982,3,1994.0,2.661,0.391,25
SMALL_BLOB,0.366,0,183.0,1.0,3.0,3
LIGHT_TRACK,0.82,0,410.0,2.0,2.5,5
LIGHT_TRACK,1.071,0,536.0,5.0,2.4,6
SMALL_BLOB,0.152,0,76.0,1,1,1
STRAIGHT_TRACK,8.3,0,4791.0,43.461,1.031,79
STRAIGHT_TRACK,2.638,0,1325.0,13.0,1.154,15
SMALL_BLOB,0.14,0,70.0,1,1,1
LIGHT_TRACK,1.165,0,583.0,5.0,1.75,7
SMALL_BLOB,0.414,0,207.0,1,1,1
SMALL_BLOB,0.2,0,100.0,1,1,1
SMALL_BLOB,0.032,0,16.0,1,1,1
STRAIGHT_TRACK,1.825,0,918.0,11.167,1.197,13
HEAVY_TRACK,4.804,40,2476.0,25.0,2.0,50
STRAIGHT_TRACK,3.284,0,1680.0,22.251,1.289,27
LIGHT_TRACK,1.156,0,579.0,1,1,6
LIGHT_TRACK,1.215,0,609.0,1,1,7
LIGHT_TRACK,0.967,0,484.0,5.0,2.0,5
LIGHT_TRACK,1.093,0,547.0,3.5,1.786,5
LIGHT_TRACK,1.34,0,672.0,6.833,1.297,11
LIGHT_TRACK,1.329,0,665.0,5.0,1.6,8
SMALL_BLOB,0.606,0,303.0,1,1,2
SMALL_BLOB,0.056,0,28.0,1,1,1
LIGHT_TRACK,1.24,0,620.0,7.0,1.286,9
SMALL_BLOB,0.935,0,468.0,3.0,2.667,4
HEAVY_TRACK,4.78,5,2398.0,4.5,1.042,15
LIGHT_TRACK,5.238,4,2803.0,31.658,1.024,47
HEAVY_TRACK,24.34,28,12209.0,2.0,1.125,36
HEAVY_TRACK,4.954,12,2498.0,13.0,1.692,22
LIGHT_TRACK,1.616,0,810.0,7.2,1.3,9
LIGHT_TRACK,1.284,0,643.0,5.667,1.569,8
HEAVY_TRACK,4.287,20,2226.0,28.0,1.571,44
LIGHT_TRACK,1.462,0,732.0,7.0,1.429,10
STRAIGHT_TRACK,3.079,0,1566.0,13.042,0.86,23
STRAIGHT_TRACK,1.671,0,839.0,9.125,1.224,11
SMALL_BLOB,0.066,0,33.0,1,1,1
STRAIGHT_TRACK,2.064,0,1040.0,14.0,1.25,14
SMALL_BLOB,0.711,0,356.0,2.0,2.0,4
STRAIGHT_TRACK,2.448,0,1236.0,20.0,2.1,21
LIGHT_TRACK,1.497,0,752.0,1,1,10
SMALL_BLOB,0.078,0,39.0,1,1,1
SMALL_BLOB,0.46,0,230.0,1.0,3.0,3
SMALL_BLOB,0.224,0,112.0,1,1,2
LIGHT_TRACK,0.999,0,500.0,4.667,1.667,7
STRAIGHT_TRACK,2.538,0,1283.0,11.9,1.147,21
LIGHT_TRACK,3.028,4,1536.0,14.278,1.124,23
STRAIGHT_TRACK,4.752,0,2435.0,17.454,1.071,31
LIGHT_TRACK,10.718,2,5532.0,17.25,1.024,39
STRAIGHT_TRACK,2.087,0,1044.0,11.0,1.364,15
HEAVY_TRACK,4.244,6,2133.0,6.167,1.054,18
STRAIGHT_TRACK,2.8,0,1409.0,9.65,0.751,20
STRAIGHT_TRACK,9.644,0,6357.0,72.355,1.0,102
SMALL_BLOB,1.047,0,524.0,1.0,4.0,4
SMALL_BLOB,0.064,0,32.0,1,1,1
LIGHT_TRACK,0.996,0,498.0,4.0,2.5,5
STRAIGHT_TRACK,7.46,0,4233.0,42.375,0.971,66
SMALL_BLOB,0.174,0,87.0,1,1,1
LIGHT_TRACK,7.582,3,4307.0,38.251,0.882,67
STRAIGHT_TRACK,1.504,0,755.0,8.5,1.279,12
LIGHT_TRACK,1.947,0,976.0,6.0,1.247,11
STRAIGHT_TRACK,4.386,0,2311.0,23.5,0.851,40
STRAIGHT_TRACK,2.693,0,1363.0,10.5,0.815,19
LIGHT_TRACK,1.186,0,594.0,5.667,1.569,8
LIGHT_TRACK,11.568,0,8766.0,10.503,0.115,142
SMALL_BLOB,0.893,0,447.0,1,1,4
LIGHT_TRACK,1.254,0,628.0,5.25,1.417,7
SMALL_BLOB,0.222,0,111.0,1,1,1
SMALL_BLOB,0.262,0,131.0,1,1,2
LIGHT_TRACK,9.825,0,5766.0,2.987,0.07,88
STRAIGHT_TRACK,1.692,0,849.0,8.5,1.375,11
LIGHT_TRACK,8.77,2,4505.0,16.693,1.024,34
SMALL_BLOB,0.588,0,294.0,1,1,3
LIGHT_TRACK,1.987,2,995.0,5.0,1.8,9
LIGHT_TRACK,2.409,2,1217.0,10.667,1.042,20
SMALL_BLOB,0.2,0,100.0,1,1,1
HEAVY_TRACK,15.037,5,10527.0,37.692,0.514,131
SMALL_BLOB,0.306,0,153.0,1,1,2
STRAIGHT_TRACK,2.517,0,1274.0,13.222,1.083,20
SMALL_BLOB,1.049,0,525.0,1,1,4
SMALL_BLOB,0.336,0,168.0,1,1,2
LIGHT_TRACK,0.989,0,495.0,1,1,5
HEAVY_TRACK,37.949,58,19327.0,2.867,0.589,76
LIGHT_TRACK,5.779,4,2953.0,15.308,1.101,32
HEAVY_TRACK,19.712,15,10805.0,23.184,0.85,74
STRAIGHT_TRACK,2.724,0,1376.0,12.625,1.114,18
STRAIGHT_TRACK,2.053,0,1034.0,11.636,1.204,15
HEAVY_TRACK,13.511,8,6938.0,13.294,0.947,39
LIGHT_TRACK,1.809,0,905.0,5.0,1.6,8
SMALL_BLOB,1.009,0,505.0,2.5,2.0,4
SMALL_BLOB,0.202,0,101.0,1,1,2
HEAVY_TRACK,3.466,8,1735.0,1.667,1.067,16
SMALL_BLOB,0.038,0,19.0,1,1,1
LIGHT_TRACK,1.5,0,750.0,4.0,1.5,6
HEAVY_TRACK,4.753,5,2383.0,4.0,1.094,14
SMALL_BLOB,0.15,0,75.0,1,1,1
LIGHT_TRACK,6.691,2,3688.0,29.0,0.781,58
LIGHT_TRACK,1.564,0,785.0,7.222,1.19,12
LIGHT_TRACK,2.026,0,1018.0,4.136,0.594,14
STRAIGHT_TRACK,1.182,0,592.0,8.0,2.25,9
LIGHT_TRACK,2.543,2,1286.0,12.846,1.124,20
SMALL_BLOB,0.794,0,397.0,2.0,3.0,3
SMALL_BLOB,0.348,0,174.0,1,1,2
STRAIGHT_TRACK,2.044,0,1027.0,11.0,1.591,14
LIGHT_TRACK,1.339,0,670.0,4.0,1.75,7
LIGHT_TRACK,2.986,2,1515.0,12.333,0.958,23
LIGHT_TRACK,1.066,0,533.0,4.0,1.75,7
HEAVY_TRACK,15.987,20,8375.0,19.814,0.994,49
STRAIGHT_TRACK,2.754,0,1393.0,13.286,1.194,21
LIGHT_TRACK,1.112,0,556.0,3.0,2.0,6
STRAIGHT_TRACK,2.923,0,1473.0,14.0,1.607,18
STRAIGHT_TRACK,2.011,0,1011.0,9.8,1.214,14
LIGHT_TRACK,3.326,3,1669.0,1.45,0.493,22
STRAIGHT_TRACK,3.745,0,1897.0,12.357,1.026,22
LIGHT_TRACK,3.342,2,1675.0,16.0,1.25,20
LIGHT_TRACK,1.248,0,624.0,2.0,2.5,5
SMALL_BLOB,0.294,0,147.0,1,1,2
LIGHT_TRACK,1.78,0,891.0,3.4,1.059,9
LIGHT_TRACK,8.545,1,5114.0,47.347,0.897,82
STRAIGHT_TRACK,1.41,0,707.0,8.5,1.618,11
HEAVY_TRACK,62.284,112,32525.0,4.778,0.661,128
LIGHT_TRACK,1.035,0,518.0,4.5,1.264,7
LIGHT_TRACK,1.144,0,573.0,5.167,1.403,9
STRAIGHT_TRACK,2.528,0,1282.0,17.001,1.244,21
HEAVY_TRACK,7.04,7,3554.0,7.611,0.983,25
SMALL_BLOB,0.742,0,371.0,1,1,3
LIGHT_TRACK,2.768,1,1389.0,4.375,0.911,15
SMALL_BLOB,0.038,0,19.0,1,1,1
SMALL_BLOB,0.518,0,259.0,1.0,4.0,4
SMALL_BLOB,1.003,0,502.0,1.0,2.0,4
HEAVY_TRACK,6.111,5,3086.0,4.667,0.571,24
HEAVY_TRACK,4.609,7,2354.0,8.25,0.587,31
LIGHT_TRACK,1.297,0,650.0,4.625,1.149,10
LIGHT_TRACK,2.874,1,1448.0,7.687,0.838,17
STRAIGHT_TRACK,3.326,0,1700.0,21.374,1.14,24
LIGHT_TRACK,9.006,2,5109.0,41.24,0.976,68
STRAIGHT_TRACK,1.986,0,996.0,9.0,1.667,12
SMALL_BLOB,0.062,0,31.0,1,1,1
HEAVY_TRACK,5.755,10,2997.0,17.0,0.84,42
STRAIGHT_TRACK,2.573,0,1304.0,10.043,0.799,22
SMALL_BLOB,0.018,0,9.0,1,1,1
SMALL_BLOB,0.342,0,171.0,1,1,1
LIGHT_TRACK,1.31,0,656.0,4.857,1.286,9
LIGHT_TRACK,6.042,2,3063.0,7.667,0.739,27
LIGHT_TRACK,1.686,0,845.0,5.833,1.31,11
STRAIGHT_TRACK,1.796,0,904.0,11.333,1.25,15
SMALL_BLOB,0.442,0,221.0,1,1,1
SMALL_BLOB,0.256,0,128.0,1,1,2
LIGHT_TRACK,2.473,2,1247.0,10.0,1.041,18
SMALL_BLOB,0.35,0,175.0,1,1,2
STRAIGHT_TRACK,2.145,0,1079.0,12.5,1.6,16
LIGHT_TRACK,1.202,0,601.0,3.0,2.0,6
STRAIGHT_TRACK,2.065,0,1042.0,12.25,1.128,17
HEAVY_TRACK,7.226,11,3649.0,7.889,1.017,26
LIGHT_TRACK,1.609,0,807.0,7.222,1.222,11
SMALL_BLOB,0.15,0,75.0,1,1,1
STRAIGHT_TRACK,1.663,0,833.0,9.0,2.0,9
LIGHT_TRACK,17.398,17,10086.0,2.822,0.096,116
LIGHT_TRACK,1.167,1,584.0,2.667,1.458,7
LIGHT_TRACK,2.229,1,1116.0,4.0,1.25,9
SMALL_BLOB,0.364,0,182.0,1,1,1
HEAVY_TRACK,8.435,6,4303.0,13.111,1.024,32
SMALL_BLOB,0.542,0,271.0,1.0,3.0,3
STRAIGHT_TRACK,1.903,0,957.0,9.2,1.111,14
SMALL_BLOB,0.12,0,60.0,1,1,2
LIGHT_TRACK,1.179,0,590.0,4.5,1.667,6
SMALL_BLOB,0.33,0,165.0,1,1,2
SMALL_BLOB,0.194,0,97.0,1,1,1
SMALL_BLOB,0.174,0,87.0,1,1,2
SMALL_BLOB,0.136,0,68.0,1,1,1
LIGHT_TRACK,5.213,6,2665.0,2.259,0.214,41
HEAVY_TRACK,10.709,6,5536.0,13.833,0.863,43
HEAVY_TRACK,14.161,7,14400.0,46.826,0.326,218
LIGHT_TRACK,2.655,0,1328.0,1.0,2.5,5
LIGHT_TRACK,1.593,3,797.0,2.25,1.25,9
STRAIGHT_TRACK,4.3,0,2236.0,28.6,1.259,36
STRAIGHT_TRACK,4.242,0,2216.0,21.799,0.906,38
LIGHT_TRACK,7.259,4,3923.0,20.964,0.661,53
SMALL_BLOB,0.452,0,226.0,1,1,2
LIGHT_TRACK,2.483,0,1254.0,5.686,0.557,20
LIGHT_TRACK,1.416,0,709.0,7.0,1.429,10
SMALL_BLOB,0.358,0,179.0,1,1,1
LIGHT_TRACK,7.626,0,4235.0,11.843,0.32,63
LIGHT_TRACK,2.596,3,1300.0,1.471,0.706,12
SMALL_BLOB,0.618,0,309.0,1.0,3.0,3
HEAVY_TRACK,1.827,8,917.0,9.0,1.778,16
LIGHT_TRACK,9.163,11,4823.0,4.37,0.257,63
LIGHT_TRACK,1.268,0,635.0,3.111,0.992,10
SMALL_BLOB,0.14,0,70.0,1,1,1
LIGHT_TRACK,1.92,2,960.0,6.0,1.667,10
LIGHT_TRACK,2.527,0,1271.0,3.091,0.476,18
SMALL_BLOB,0.26,0,130.0,1,1,2
SMALL_BLOB,0.306,0,153.0,1,1,2
STRAIGHT_TRACK,2.269,0,1145.0,11.923,1.097,17
LIGHT_TRACK,2.688,2,1350.0,5.0,0.778,14
LIGHT_TRACK,1.099,0,550.0,3.0,1.167,7
LIGHT_TRACK,1.322,0,662.0,4.0,1.111,8
SMALL_BLOB,1.147,0,574.0,1.0,4.0,4
LIGHT_TRACK,8.027,4,4126.0,1.079,0.119,68
SMALL_BLOB,0.422,0,211.0,1.0,4.0,4
LIGHT_TRACK,1.973,2,987.0,1.75,1.429,8
LIGHT_TRACK,1.712,0,859.0,6.8,1.2,12
LIGHT_TRACK,1.637,0,820.0,5.2,1.308,10
LIGHT_TRACK,0.927,0,464.0,5.0,2.4,6
LIGHT_TRACK,1.016,0,508.0,2.0,2.5,5
HEAVY_TRACK,2.384,6,1193.0,11.0,1.545,17
LIGHT_TRACK,1.348,0,675.0,4.5,1.444,8
SMALL_BLOB,0.146,0,73.0,1,1,1
HEAVY_TRACK,1.742,8,871.0,8.0,1.875,15
LIGHT_TRACK,1.918,2,960.0,2.286,1.045,9
LIGHT_TRACK,2.341,0,1176.0,7.0,1.078,15
LIGHT_TRACK,1.537,0,770.0,5.333,1.302,10
LIGHT_TRACK,1.104,0,553.0,6.5,1.538,8
SMALL_BLOB,0.192,0,96.0,1,1,1
SMALL_BLOB,0.202,0,101.0,1,1,2
SMALL_BLOB,0.194,0,97.0,1,1,2
SMALL_BLOB,0.37,0,185.0,1,1,2
SMALL_BLOB,0.314,0,157.0,1,1,2
LIGHT_TRACK,1.394,0,698.0,6.5,1.731,9
STRAIGHT_TRACK,2.874,0,1446.0,16.0,2.125,17
SMALL_BLOB,0.3,0,150.0,1,1,1
LIGHT_TRACK,1.042,1,521.0,2.0,1.667,6
SMALL_BLOB,1.227,0,614.0,3.0,2.667,4
HEAVY_TRACK,5.706,7,2856.0,1.5,1.083,13
STRAIGHT_TRACK,3.408,0,1742.0,22.333,1.343,27
HEAVY_TRACK,3.634,7,1824.0,1.821,0.524,25
STRAIGHT_TRACK,2.156,0,1087.0,11.0,1.172,18
STRAIGHT_TRACK,4.675,0,2473.0,30.999,1.065,41
SMALL_BLOB,0.278,0,139.0,1,1,1
LIGHT_TRACK,1.401,0,702.0,7.0,1.607,9
LIGHT_TRACK,1.182,0,592.0,4.167,1.02,9
LIGHT_TRACK,1.009,0,505.0,4.0,1.875,6
STRAIGHT_TRACK,4.375,0,2255.0,20.077,0.964,30
LIGHT_TRACK,1.073,0,537.0,3.333,1.667,5
STRAIGHT_TRACK,2.432,0,1226.0,9.9,1.055,18
STRAIGHT_TRACK,2.833,0,1439.0,15.059,1.131,24
LIGHT_TRACK,9.307,2,5321.0,17.224,0.403,72
SMALL_BLOB,0.3,0,150.0,1,1,2
LIGHT_TRACK,1.205,0,603.0,5.0,1.75,7
HEAVY_TRACK,6.606,6,3307.0,2.2,1.273,14
STRAIGHT_TRACK,2.201,0,1110.0,11.625,1.142,17
LIGHT_TRACK,4.088,0,2084.0,5.475,0.414,30
LIGHT_TRACK,3.604,2,1840.0,6.746,0.413,26
LIGHT_TRACK,0.893,0,447.0,4.667,1.667,7
SMALL_BLOB,0.422,0,211.0,1,1,2
LIGHT_TRACK,0.91,0,455.0,2.0,2.5,5
LIGHT_TRACK,1.253,0,627.0,3.5,1.429,8
SMALL_BLOB,0.374,0,187.0,1,1,2
SMALL_BLOB,0.376,0,188.0,1,1,1
SMALL_BLOB,0.304,0,152.0,1,1,2
SMALL_BLOB,0.432,0,216.0,1.0,3.0,3
STRAIGHT_TRACK,1.251,0,628.0,9.0,1.235,10
HEAVY_TRACK,5.299,7,2710.0,5.25,0.393,38
LIGHT_TRACK,1.792,0,899.0,7.833,1.326,11
SMALL_BLOB,1.411,0,706.0,1.0,4.0,4
HEAVY_TRACK,2.079,5,1041.0,4.0,1.375,11
SMALL_BLOB,0.578,0,289.0,1,1,2
LIGHT_TRACK,1.049,0,525.0,3.0,2.0,6
LIGHT_TRACK,0.649,0,325.0,4.5,1.667,6
SMALL_BLOB,0.064,0,32.0,1,1,1
LIGHT_TRACK,4.663,2,2343.0,7.334,1.212,16
HEAVY_TRACK,2.061,6,1035.0,11.0,1.545,17
LIGHT_TRACK,1.481,2,741.0,8.0,1.5,12
HEAVY_TRACK,9.347,16,4767.0,14.1,1.153,33
STRAIGHT_TRACK,3.874,0,1991.0,18.285,1.003,31
LIGHT_TRACK,2.184,0,1104.0,1,1,15
STRAIGHT_TRACK,6.93,0,3819.0,16.155,0.437,58
SMALL_BLOB,0.742,0,371.0,1,1,3
LIGHT_TRACK,1.421,0,712.0,5.0,1.25,10
STRAIGHT_TRACK,2.003,0,1010.0,10.857,1.15,18
HEAVY_TRACK,2.208,5,1106.0,2.667,1.083,13
LIGHT_TRACK,1.819,2,910.0,7.0,1.571,11
SMALL_BLOB,0.206,0,103.0,1,1,2
STRAIGHT_TRACK,1.77,0,889.0,10.2,1.365,12
STRAIGHT_TRACK,3.362,0,1725.0,21.285,1.125,28
HEAVY_TRACK,22.828,38,12315.0,6.262,0.317,83
LIGHT_TRACK,2.839,2,1428.0,7.909,1.155,17
SMALL_BLOB,0.318,0,159.0,1,1,2
SMALL_BLOB,0.232,0,116.0,1,1,1
LIGHT_TRACK,2.296,2,1150.0,4.333,1.282,10
SMALL_BLOB,0.084,0,42.0,1,1,1
SMALL_BLOB,0.026,0,13.0,1,1,1
LIGHT_TRACK,8.459,2,5008.0,19.606,0.38,78
STRAIGHT_TRACK,2.468,0,1248.0,10.666,0.949,20
LIGHT_TRACK,1.971,0,987.0,6.5,1.731,9
STRAIGHT_TRACK,2.297,0,1159.0,11.5,1.152,18
STRAIGHT_TRACK,1.778,0,894.0,10.5,1.169,13
